proposal_id,fund,year,title,challenge,pillar,pillar_name,subcategory,classification_confidence,classification_basis,currency,amount_requested,amount_received,funding_status,project_status,funded,delivered
f13-respect-games-bond-community-and-bring-value-to-cardano-ecosystem-through-fractal-governance-pilot-project-f13,13,2024,Respect Games bond community and bring value to Cardano Ecosystem through Fractal Governance Pilot Project,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,50600.0,,not_approved,unfunded,False,False
f13-restake-security-for-partnerchainscardanos-unified-re-staking-protocol-for-actively-validating-services-avs-f13,13,2024,ReStake: Security for Partnerchains/Cardano's Unified Re-Staking Protocol for Actively Validating Services (AVS),F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,70000.0,,not_approved,unfunded,False,False
f13-revolutionary-web3-soccer-manager-game-f13,13,2024,Revolutionary Web3 Soccer manager game,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-revolutionizing-daycare-with-cardano-blockchain-f13,13,2024,Revolutionizing Daycare with Cardano Blockchain,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,70000.0,,not_approved,unfunded,False,False
f13-revolutionizing-education-with-cardano-and-galaxy-maps-f13,13,2024,Revolutionizing Education with Cardano and Galaxy Maps,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f13-revolutionizing-property-management-with-cardano-blockchain-f13,13,2024,Revolutionizing Property Management with Cardano Blockchain,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,140000.0,,not_approved,unfunded,False,False
f13-revuto-pay-invoices-issued-in-fiat-with-cardano-native-tokens-from-the-revuto-app-f13,13,2024,Revuto - PAY INVOICES issued in FIAT with Cardano Native Tokens from the Revuto app.,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,340000.0,,over_budget,unfunded,False,False
f13-revuto-the-first-cross-chain-swap-on-cardano-swap-the-most-popular-cryptocurrencies-for-cardano-tokens-and-back-in-seconds-like-btc-to-iag-sol-to-snek-f13,13,2024,"Revuto - The first CROSS-CHAIN SWAP on Cardano! Swap the most popular cryptocurrencies for Cardano Tokens and back in seconds like; BTC to IAG, SOL to SNEK, ETH to MIN, USDT to USDM...",F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,370000.0,,over_budget,unfunded,False,False
f13-reward-driven-gaming-platform-f13,13,2024,Reward-Driven Gaming Platform,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,60000.0,,not_approved,unfunded,False,False
f13-ridechain-decentralized-carpooling-for-a-sustainable-future-on-cardano-f13,13,2024,RideChain: Decentralized Carpooling for a Sustainable Future on Cardano,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,120000.0,91800.0,approved,in_progress,True,False
f13-romanian-cardano-developer-onboarding-video-series-f13,13,2024,Romanian - Cardano Developer Onboarding: Video Series,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,27000.0,,not_approved,unfunded,False,False
f13-rural-blockchain-revolution-5000-students-learning-on-the-cardano-network-f13,13,2024,"Rural Blockchain Revolution: 5,000 Students Learning on the Cardano Network",F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,80000.0,60000.0,approved,in_progress,True,False
f13-rwa-focused-permissioned-layer-2-for-institutions-and-govts-f13,13,2024,RWA focused permissioned layer 2 for Institutions and Govts,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,70000.0,,not_approved,unfunded,False,False
f13-rwa-propitek-tokenizing-real-estate-through-defi-f13,13,2024,RWA: Propitek- Tokenizing Real Estate through DeFi,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f13-rwa-tokenization-of-agriculture-assets-f13,13,2024,RWA Tokenization of Agriculture Assets,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-rwaa-real-world-agricultural-assets-nfts-agasset-digital-twins-to-digitally-represent-farms-fisheries-forests-and-factoriesfacilities-agri-related-to-f13,13,2024,"RWAA - Real World Agricultural Assets. NFTs (AgAsset Digital Twins) to digitally represent Farms, Fisheries, Forests and Factories/Facilities (agri related) to provide a unique AgAssetDID to enable smallholders to better participate in supply chains.",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,75000.0,,not_approved,unfunded,False,False
f13-rx-dao-regional-collaboration-and-community-building-for-cardano-f13,13,2024,RX-DAO: Regional Collaboration and Community Building for Cardano,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f13-ryp-keeping-the-cardano-ecosystem-informed-anytime-anywhere-f13,13,2024,"RYP: Keeping the Cardano Ecosystem Informed, Anytime, Anywhere",F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,235000.0,,not_approved,unfunded,False,False
f13-saas-customer-relationship-management-crm-system-built-on-cardano-f13,13,2024,SaaS Customer Relationship Management (CRM) System Built on Cardano,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-safe-land-cafe-ethiopia-empowering-communities-through-blockchain-education-f13,13,2024,Safe land Cafe Ethiopia - Empowering Communities through Blockchain Education,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,60000.0,,not_approved,unfunded,False,False
f13-sage-self-awareness-growth-empowerment-dapp-kickstart-f13,13,2024,"S.A.G.E. - Self-Awareness, Growth, Empowerment dApp (Kickstart)",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-saib-aegis-secure-and-decentralized-staking-solutions-for-cardano-f13,13,2024,SAIB: Aegis – Secure and Decentralized Staking Solutions for Cardano,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,300000.0,,not_approved,unfunded,False,False
f13-saib-burizabrowser-a-dedicated-built-in-browser-for-the-buriza-wallet-f13,13,2024,SAIB: Buriza.Browser - A Dedicated Built-in Browser for the Buriza Wallet,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,90000.0,72000.0,approved,in_progress,True,False
f13-saib-burizacore-the-library-behind-buriza-the-truly-open-source-cross-platform-cardano-wallet-f13,13,2024,"SAIB: Buriza.Core – The Library Behind Buriza, the Truly Open Source, Cross-Platform Cardano Wallet",F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,190000.0,,not_approved,unfunded,False,False
f13-saib-burizadesktop-a-secure-dedicated-desktop-app-for-buriza-wallet-f13,13,2024,"SAIB: Buriza.Desktop - A Secure, Dedicated Desktop App for Buriza Wallet",F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,90000.0,72000.0,approved,in_progress,True,False
f13-saib-burizamobile-a-secure-on-the-go-mobile-cardano-wallet-f13,13,2024,"SAIB: Buriza.Mobile - A Secure, On-the-Go Mobile Cardano Wallet",F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,90000.0,72000.0,approved,in_progress,True,False
f13-saib-chrysalis-a-modern-c-serialization-library-for-net-cardano-development-f13,13,2024,SAIB: Chrysalis – A Modern C# Serialization Library for .NET Cardano Development,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,190000.0,,not_approved,unfunded,False,False
f13-saib-futura-enabling-f-smart-contracts-for-cardano-net-developers-f13,13,2024,SAIB: Futura – Enabling F# Smart Contracts for Cardano .NET Developers,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,190000.0,,not_approved,unfunded,False,False
f13-saib-tyyp-seamless-ada-tipping-in-cardano-f13,13,2024,SAIB: Tyyp – Seamless ADA Tipping in Cardano,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f13-saleen-x-pierre-auto-group-on-chain-vehicle-history-reports-implemented-in-usa-dealership-network-for-guaranteed-minimum-of-100000-vehicles-f13,13,2024,"Saleen x Pierre Auto Group: On-Chain Vehicle History Reports Implemented in USA Dealership Network for Guaranteed minimum of 100,000 Vehicles",F13: Cardano Partners: Enterprise R&D,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,1150000.0,,not_approved,unfunded,False,False
f13-saomai-global-charitable-network-blockchain-based-on-fully-transparent-and-community-led-f13,13,2024,"[Saomai] Global Charitable Network: Blockchain Based-on, Fully Transparent, and Community Led",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,120000.0,,not_approved,unfunded,False,False
f13-saomai-smart-contract-system-ensures-transparency-in-charity-activities-globally-f13,13,2024,[Saomai] Smart Contract System Ensures Transparency In Charity Activities Globally,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,90000.0,,not_approved,unfunded,False,False
f13-scale-sustainable-cardano-content-creation-f13,13,2024,Scale Sustainable Cardano Content Creation,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-scaling-cardano-with-100k-new-users-ambassador-management-marketing-engine-gamification-for-oli-f13,13,2024,"Scaling Cardano with 100K+ New Users - Ambassador Management, Marketing Engine & Gamification for OLi",F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,communications-and-outreach,medium,proposal-text,ADA,88000.0,,not_approved,unfunded,False,False
f13-scatdao-monthly-dyor-competitions-f13,13,2024,SCATDAO Monthly DYOR Competitions,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,99942.0,99942.0,not_approved,unfunded,False,False
f13-scroll-swipe-vote-tiktok-style-governance-dapp-boosting-informed-and-inclusive-decision-making-f13,13,2024,"Scroll, Swipe & Vote: TikTok-Style Governance DApp – Boosting Informed and Inclusive Decision Making",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,130000.0,,not_approved,unfunded,False,False
f13-secure-cross-chain-bitcoin-lightning-cardano-channels-with-perun-f13,13,2024,Secure Cross-Chain Bitcoin Lightning & Cardano Channels with Perun,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,187533.0,,over_budget,unfunded,False,False
f13-secure-iot-device-management-on-cardano-f13,13,2024,Secure IoT Device Management on Cardano,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,70000.0,,not_approved,unfunded,False,False
f13-secure-medication-traceability-with-midnight-f13,13,2024,Secure Medication Traceability with Midnight,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,144750.0,,not_approved,unfunded,False,False
f13-seeding-the-top-10-real-world-dapps-to-millions-of-end-users-in-japan-f13,13,2024,Seeding the Top 10 Real-World dApps to Millions of End Users in Japan,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,communications-and-outreach,medium,proposal-text,ADA,29200.0,,over_budget,unfunded,False,False
f13-self-custody-with-usernames-and-passwords-f13,13,2024,Self-Custody with Usernames and Passwords,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-selfdriven-cardanobuild-v2-upgrade-f13,13,2024,[selfdriven] Cardano.Build v2 Upgrade,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,60000.0,,not_approved,unfunded,False,False
f13-selfdriven-cardanowalletsio-v2-upgrade-f13,13,2024,[selfdriven] CardanoWallets.io v2 Upgrade,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,48000.0,,not_approved,unfunded,False,False
f13-selfdriven5-path-to-decentralised-self-driven-learning-communities-sociological-researchsystems-theory-f13,13,2024,[selfdriven|5] Path to Decentralised Self-Driven Learning Communities (Sociological Research/Systems Theory),F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,32000.0,,not_approved,unfunded,False,False
f13-selfdrivenbehub-revolutionising-frontline-healthcare-with-cardano-powered-self-sovereign-identity-trust-f13,13,2024,[selfdriven|beHub] Revolutionising Frontline Healthcare with Cardano-Powered Self Sovereign Identity & Trust,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,280000.0,,not_approved,unfunded,False,False
f13-selfdrivenmav100-an-onboarding-platform-integrating-education-real-world-assets-and-the-cardano-blockchain-f13,13,2024,"[selfdriven|MAV100] An onboarding platform integrating education, real world assets and the Cardano blockchain.",F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,280000.0,,not_approved,unfunded,False,False
f13-sentinel-wallet-ai-enabled-cardano-wallet-for-enhanced-security-f13,13,2024,Sentinel Wallet- AI Enabled Cardano Wallet for Enhanced Security,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,90000.0,,not_approved,unfunded,False,False
f13-serve-remittance-use-cases-through-liriums-institutional-api-and-mastercard-crypto-credentials-f13,13,2024,Serve remittance use cases through Lirium's institutional API and Mastercard Crypto Credentials,F13: Cardano Partners: Enterprise R&D,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,1800000.0,,over_budget,unfunded,False,False
f13-sfero-biometric-payments-bridging-traditional-and-crypto-f13,13,2024,Sfero: Biometric Payments Bridging Traditional and Crypto,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,125000.0,,not_approved,unfunded,False,False
f13-shipshift-a-decentralized-package-delivery-ecosystem-in-nigeria-f13,13,2024,ShipShift - A decentralized package delivery ecosystem in Nigeria,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-short-music-platform-with-tokenization-f13,13,2024,Short Music Platform with Tokenization,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,,not_approved,unfunded,False,False
f13-sidan-cardano-devkit-blueprint-parser-vscode-plugin-f13,13,2024,SIDAN - Cardano Devkit - Blueprint Parser & VSCode Plugin,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,over_budget,unfunded,False,False
f13-sidan-drep-governance-tooling-powered-by-mesh-f13,13,2024,SIDAN - DRep Governance Tooling powered by Mesh,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,over_budget,unfunded,False,False
f13-sidan-knightsafe-self-custodial-vault-for-defi-trading-f13,13,2024,SIDAN | KnightSafe - Self-custodial Vault for DeFi Trading,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,150000.0,approved,complete,True,True
f13-sidan-waffle-hong-kong-cardano-community-f13,13,2024,SIDAN | Waffle - Hong Kong Cardano Community,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,60000.0,200000.0,over_budget,unfunded,False,False
f13-simple-and-easy-to-understand-educational-short-videos-about-cardano-for-the-vietnamese-community-f13,13,2024,Simple and Easy-to-Understand Educational Short Videos about Cardano for the Vietnamese Community,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,62064.0,,not_approved,unfunded,False,False
f13-sing-along-to-cardano-a-musical-introduction-f13,13,2024,Sing Along to Cardano: A Musical Introduction,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,50000.0,,not_approved,unfunded,False,False
f13-sky-protocol-level-2-a-proof-of-authority-poa-data-availability-da-network-for-cardano-f13,13,2024,Sky Protocol level 2—a Proof-of-Authority (PoA) Data Availability (DA) network for Cardano.,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,not_approved,unfunded,False,False
f13-sky3-team-vietnam-cardano-bootcamp-for-developers-f13,13,2024,Sky3 Team: Vietnam Cardano Bootcamp For Developers,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f13-sky3-team-vietnam-cardano-developers-house-f13,13,2024,Sky3 Team - Vietnam Cardano Developers House,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f13-skybrain-neurotech-platform-with-data-management-on-blockchain-f13,13,2024,[SkyBrain] Neurotech Platform with Data Management on Blockchain,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-slapventures-developing-interactive-educational-experiences-for-young-learners-f13,13,2024,SlapVentures: Developing Interactive Educational Experiences for Young Learners,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f13-smart-algae-remediation-network-sarn-for-sustainable-water-management-f13,13,2024,Smart Algae Remediation Network (SARN) for Sustainable Water Management,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-smart-transaction-batching-for-optimized-cardano-network-efficiency-f13,13,2024,Smart Transaction Batching for Optimized Cardano Network Efficiency,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-smartcoder-ai-automated-smart-contracts-with-aiken-for-cardano-f13,13,2024,SmartCoder AI: Automated Smart Contracts with Aiken for Cardano,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,135480.0,,not_approved,unfunded,False,False
f13-smartcodeverifier-automated-formal-verification-tool-for-smart-contract-code-f13,13,2024,SmartCodeVerifier: Automated Formal Verification Tool for Smart Contract Code,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,over_budget,unfunded,False,False
f13-smartcondo-cardano-based-platform-for-homeowner-associations-f13,13,2024,SmartCondo: Cardano-Based Platform for Homeowner Associations.,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,130000.0,,not_approved,unfunded,False,False
f13-sme-rwas-tokenization-tapping-into-a-45t-market-for-150m-businesses-in-apac-on-cardano-f13,13,2024,SME RWAs Tokenization: Tapping Into a $4.5T Market for 150M+ Businesses in APAC on Cardano,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,135000.0,,not_approved,unfunded,False,False
f13-snekfun-v2-onboarding-cross-chain-users-to-cardano-f13,13,2024,Snek.fun v2 : Onboarding Cross-Chain Users to Cardano,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,500000.0,,over_budget,unfunded,False,False
f13-snickerdoodle-revolutionizing-digital-advertising-with-blockchain-f13,13,2024,Snickerdoodle: Revolutionizing Digital Advertising with Blockchain.,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,125000.0,,not_approved,unfunded,False,False
f13-social-equb-staking-empowering-decentralized-equb-network-f13,13,2024,Social Equb Staking: Empowering Decentralized Equb Network,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,120000.0,,not_approved,unfunded,False,False
f13-socialfi-cardano-hub-indonesia-f13,13,2024,SocialFi Cardano Hub Indonesia,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,59800.0,,not_approved,unfunded,False,False
f13-solvel-flow-solve-it-right-solve-it-bright-f13,13,2024,"Solvel Flow – Solve It Right, Solve It Bright",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,112611.0,,not_approved,unfunded,False,False
f13-solving-real-world-problems-f13,13,2024,Solving Real World Problems...,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,200000.0,,not_approved,unfunded,False,False
f13-solving-the-problem-of-persistent-cardano-misconceptions-f13,13,2024,Solving the Problem of Persistent Cardano Misconceptions,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,education-and-talent,medium,proposal-text,ADA,75000.0,,not_approved,unfunded,False,False
f13-solving-the-problem-of-traditional-academic-publishing-a-decentralized-cardano-based-alternative-f13,13,2024,"Solving the problem of traditional academic publishing: a decentralized, Cardano-based alternative",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,100000.0,100000.0,approved,complete,True,True
f13-soundrig-distribution-and-experiential-tools-for-creators-and-projects-in-art-film-and-music-f13,13,2024,"SoundRig: Distribution and experiential tools for creators and projects in art, film and music.",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-southern-california-retreat-wellness-space-workshops-designed-to-educate-incubate-onboard-creatives-to-cardano-f13,13,2024,"Southern California retreat & wellness space - Workshops designed to educate, incubate & onboard creatives to Cardano",F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,55000.0,,not_approved,unfunded,False,False
f13-spanish-educational-content-about-cardano-and-midnight-f13,13,2024,Spanish educational content about Cardano and Midnight,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,25000.0,,not_approved,unfunded,False,False
f13-spo-japan-guild-continued-of-the-japan-spo-community-f13,13,2024,SPO JAPAN GUILD - Continued of the Japan SPO community,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,80000.0,approved,in_progress,True,False
f13-spotlight-on-cardano-impact-impact-directory-impact-reports-and-community-engagement-through-webinarspodcasts-f13,13,2024,"Spotlight on Cardano Impact: Impact Directory, Impact Reports, and Community Engagement through Webinars/Podcasts",F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,95000.0,,not_approved,unfunded,False,False
f13-spreading-cardano-through-laughter-drmz-web3-is-a-joke-team-up-for-a-web3-comedy-roast-f13,13,2024,Spreading Cardano through Laughter: DRMZ & Web3 is a Joke Team Up for a Web3 Comedy Roast,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,50000.0,,not_approved,unfunded,False,False
f13-standardized-on-chain-poll-for-global-users-f13,13,2024,Standardized On-Chain Poll for Global Users,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,75000.0,,not_approved,unfunded,False,False
f13-standardizing-global-game-development-play-to-earn-ada-f13,13,2024,Standardizing Global Game Development: Play-to-Earn ADA,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-starcarada-cardano-iagon-midnight-anti-cheat-player-reward-indie-game-publishing-platform-f13,13,2024,"Starc₳da: Cardano, IAGON, Midnight, Anti-cheat, Player Reward Indie Game Publishing Platform",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,,not_approved,unfunded,False,False
f13-starchchain-marketing-expansion-f13,13,2024,StarchChain Marketing Expansion,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,communications-and-outreach,medium,proposal-text,ADA,100000.0,,not_approved,unfunded,False,False
f13-startup-agency-portal-empowering-global-entrepreneurship-and-cardano-community-hubs-f13,13,2024,StartUp Agency Portal: Empowering Global Entrepreneurship and Cardano Community Hubs,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,478000.0,,not_approved,unfunded,False,False
f13-stealth-wallet-application-f13,13,2024,Stealth Wallet Application,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,75000.0,,not_approved,unfunded,False,False
f13-stealthwallet-open-source-hardware-wallet-f13,13,2024,stealthWallet - Open Source Hardware Wallet,F13: Cardano Open: Developers,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,74285.0,,not_approved,unfunded,False,False
f13-stem-challenge-platform-token-rewards-for-problem-solving-f13,13,2024,STEM Challenge Platform: Token Rewards for Problem Solving,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,30000.0,,not_approved,unfunded,False,False
f13-storeblocks-by-beezhive-cardano-token-gating-for-shopify-f13,13,2024,StoreBlocks by BeezHive – Cardano Token Gating for Shopify.,F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,254497.0,,not_approved,unfunded,False,False
f13-storychain-your-journey-your-voice-on-blockchain-f13,13,2024,"StoryChain: Your Journey, Your Voice on Blockchain",F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,102600.0,,not_approved,unfunded,False,False
f13-strengthen-cardanos-presence-in-africa-events-workshops-news-coverage-f13,13,2024,"Strengthen Cardano's Presence in Africa: Events, Workshops & News Coverage",F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,60000.0,,not_approved,unfunded,False,False
f13-students-in-cardano-cardano-campus-clubs-f13,13,2024,Students in Cardano: Cardano Campus Clubs,F13: Cardano Open: Ecosystem,P4,Community & Ecosystem Growth,community-and-regional-growth,medium,proposal-text,ADA,24234.0,,not_approved,unfunded,False,False
f13-subbitxyz-cardanos-featherweight-l2-with-real-world-application-kompactio-x-orcfax-collab-f13,13,2024,Subbit.xyz : Cardano's featherweight L2 | With Real World Application | Kompact.io x Orcfax Collab,F13: Cardano Use Cases: Concept,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,150000.0,105333.0,approved,in_progress,True,False
f13-submit-crypto-legislation-to-paraguayan-congress-f13,13,2024,Submit Crypto Legislation to Paraguayan Congress,F13: Cardano Open: Ecosystem,PX,Ambiguous / cross-pillar,ambiguous-or-cross-pillar,low,unresolved,ADA,100000.0,,not_approved,unfunded,False,False
f13-subvt-substrate-validator-toolkit-for-cardano-mainnet-preview-and-partner-chains-f13,13,2024,"SubVT (Substrate Validator Toolkit) For Cardano Mainnet, Preview, and Partner Chains",F13: Cardano Use Cases: Product,P2,Adoption & Utility,products-and-developer-experience,high,challenge,ADA,500000.0,,not_approved,unfunded,False,False
